_data_filename,_data__filedata_Area,_data__filedata_favor,_data__filedata_Content,_data__filedata_forward,_data__filedata_Follower,_data__filedata_Time,_data__filedata_comment,_data__filedata_ID,_data__filedata_Gender,,,
Java_Fri_Apr_01_000000_CST_2022_1.json,unknown,0,考完研，收拾东西，发现了之前买的粉笔5000题和JAVA，道阻且长,0,13,04月01日 01:03,0,青年不负青春狂,male,,,
Java_Fri_Apr_01_000000_CST_2022_2.json,unknown,0,JAVA为你的编程生活添砖加瓦（java）,0,6,04月01日 01:00,1,57条鱼,female,,,
Java_Fri_Apr_01_000000_CST_2022_3.json,山东,0,昨天真的一整天痛苦面具，刚睡醒就因为姨妈期肚子疼，从下午搞Java一直搞到晚上，看个游戏还狠狠emo现在就指望跑男了，跑男什么时候才来，上一季都要被我盘出包浆了,0,94,04月01日 02:11,0,金骨无足鸟,female,,,
Java_Fri_Apr_01_000000_CST_2022_3.json,四川,2,晚安全世界被迫连轴转一整天中午志愿者培训下午体育考试而且还没过晚上写java和小论文明天是一共十一节课中午还有导师见面我的坐大牢日子这不比高四痛苦多了,0,133,04月01日 03:26,0,C-Haoyue,female,,,
Java_Fri_Apr_01_000000_CST_2022_7.json,unknown,0,p6瑞星小时候经常在桌面玩这个小狮子，p9腾讯tt浏览器初一的时候用的Java手机，经常用这个浏览器玩简易版的QQ七雄争霸,0,166,04月01日 03:05,0,万钟一发系于一心,male,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,北京,91,p6瑞星小时候经常在桌面玩这个小狮子，p9腾讯tt浏览器初一的时候用的Java手机，经常用这个浏览器玩简易版的QQ七雄争霸,2,20万,04月01日 07:57,1,刘经纬老师,male,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,山东,0,p6瑞星小时候经常在桌面玩这个小狮子，p9腾讯tt浏览器初一的时候用的Java手机，经常用这个浏览器玩简易版的QQ七雄争霸,0,3322,04月01日 08:54,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,陕西,0,现在Java真的烂大街了么，这么不值钱吗？，5年1~2k跟打发要饭的有啥区别（感觉其实应该是打错了吧）,0,304,04月01日 08:52,2,很久很久以前的后来,male,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,黑龙江,0,如果我现在是大一下一定拿出睡觉时间学java.可是好像没有啥如果,0,9,04月01日 08:51,0,尾号0121,female,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,北京,4,今天又是七小时速成java,0,335,04月01日 08:50,3,小於莵,male,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,unknown,0,logstash处理多行日志，可以用multiline codec也可以用 aggregate filter。后者结合grok和ruby filter，可以处理复杂不连续的多行日志。aggregate 有几点注意：1、logstash 7.9.1之前的版本可能需要配置 java-execution=false2、logstash worker=1，单线程处理保证顺序#logstash#,0,214,04月01日 08:45,3,imweijh,male,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,陕西,0,这两天也是够累的，要学的东西太多，从四年前放下的java现在又重新拾起来了,0,16,04月01日 08:33,7,幸运XBear,male,,,
Java_Fri_Apr_01_000000_CST_2022_8.json,unknown,0,梦到有一本超大的书 长得像c++primerplus 写着JAVA 大家都在轮流传看。,0,1,04月01日 08:27,0,不正常夢境症候群,female,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,四川,0,艹//@kt成9俩:回复@睡眠充足法立法者:第一，我不叫喂，我叫Java//@阿正不吃芒果:3浪漫哭了！！！,0,25,04月01日 08:05,0,塔本柯基,male,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,unknown,0,艹//@kt成9俩:回复@睡眠充足法立法者:第一，我不叫喂，我叫Java//@阿正不吃芒果:3浪漫哭了！！！,0,14,04月01日 09:59,2,扬帆28344,male,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,unknown,1,#毕业设计##计算机毕业设计##毕设#毕业设计做好再付，计算机 软件 设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，毕设指导，代码讲解指导 。 滴滴我哟,0,2486,04月01日 09:48,0,胖朱迪的半口奶酪,female,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,unknown,2,#毕业设计##计算机毕业设计##毕设#毕业设计手上的项目快结束了，可以做比较急的。计算机 软件 课程设计，毕业设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，机器学习，毕设指导，代码讲解指导 。,0,2.7万,04月01日 09:46,0,_未来尚可期,male,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,unknown,2,封校女大学生表示又是被网课支配的一天本计算机女就等着这一天的可爱帅气又有趣的java老师的课已经苦苦等待一星期了,0,108,04月01日 09:46,1,0000o7-,female,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,unknown,0,不得不说Java学起来比c和c++简单多了 比以前爽多了 就是背的有点多……,0,56,04月01日 09:28,0,荔枝葡萄猪皮冻鲤鱼,female,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,湖北,0,光遇陪玩有没有学Java web的陪陪，教我改一下项目bug，指导我做项目的 带价来,0,123,04月01日 09:21,4,让我再睡五分钟_Zzz,female,,,
Java_Fri_Apr_01_000000_CST_2022_9.json,unknown,0,Java八股文面试题视频教程，Java面试八股文宝典（含阿里、腾迅大厂java面试真题，java数据结构，java并发，jvm等最新java面试真题）#哔哩哔哩动画# OJava八股文面试题视频教程，Java面试八股文宝典（含阿里、腾迅大厂java面试真题，java数据结构，java并发，jvm等最新java面试真题）,0,266,04月01日 09:18,0,牛奶糖人,female,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,unknown,0,今天你学会java了吗 L一起看日落鴨-的微博视频,0,46,04月01日 09:01,0,一起看日落鴨-,female,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,宁夏,0,今天你学会java了吗 L一起看日落鴨-的微博视频,0,195,04月01日 10:51,1,王漫漫zealously,male,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,浙江,0,急需一个k8s client java好用的轮子原生的api很粗糙,0,886,04月01日 10:45,3,一杯月巴克,female,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,山东,0,急需一个k8s client java好用的轮子原生的api很粗糙,0,3322,04月01日 10:41,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,江苏,0,每次上Java 都是早八到我真的巨清醒，我还挺喜欢这个老师的哈哈哈因为我每次打完代码发给他他都会夸我,0,7,04月01日 10:36,0,一顿两个大椰子,female,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,广西,5,上一次，github 接二连三通知我升级 log4j2，现在换 spring 了，我只不过给 lealone 做了个小插件集成 spring。知道 java 在后端应用范围广，黑客们现在集中火力挖 java 生态链中的各种组件的漏洞。,4,1.3万,04月01日 10:30,2,zhh-4096,male,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,澳大利亚,1,Java的打击之下我现在上学的心比上坟都沉重。#今天学IT的那个学死没有#,0,119,04月01日 10:29,2,荦卿,female,,,
Java_Fri_Apr_01_000000_CST_2022_10.json,上海,0,这个学期java可能挂科,0,96,04月01日 10:11,0,心头皓,male,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,山东,0,这个学期java可能挂科,0,3322,04月01日 10:07,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,山西,0,Java毕设程序课设和计算机毕设，java语言，全栈开发，javaweb，算法都可以，直接思发功能和需求，看到就回复。,0,282,04月01日 11:59,0,省省小猫,female,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,unknown,1,Java毕设程序课设和计算机毕设，java语言，全栈开发，javaweb，算法都可以，直接思发功能和需求，看到就回复。,0,142,04月01日 11:56,0,kid551,male,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,unknown,1,【临时方案：Spring框架爆出0day漏洞！你做好回滚了么？】3月29日，Spring框架曝出RCE 0day漏洞。已经证实由于 SerializationUtils#deserialize 基于Java的序列化机制，可导致远程代码执行(RCE)，使用JDK9及以上版本皆有可能受到影响。O网页链接,0,1.5万,04月01日 11:43,0,环信即时通讯云,male,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,unknown,2,毕业设计 毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设,0,59,04月01日 11:36,0,笛沫Sunny,female,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,unknown,0,#计算机毕业设计##2022年考研#JAVA设计程序员的日常辛苦新的一轮毕设又要开始了，继续接单！计算机毕业设计选题指导，计算机 计科毕业设计，软件工程，javaweb，java，vue.，app，安卓Android，代码讲解， 毕业设计 ，信管，计科毕设代做,0,213,04月01日 11:34,1,金色9091129,male,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,unknown,0,Java//@氵是舟帝王://@罗一舟的脆脆鲨舰队:#罗一舟后浪# ?? #罗一舟任天真#??@IXFORM-罗一舟 早安,0,596,04月01日 11:20,0,开开的养乐多,female,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,unknown,0,#Java毕业设计#,0,213,04月01日 11:19,0,金色9091129,male,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,北京,11,如果英文好的话，推荐看英文原版。好书《Core Java Volume I: Fundamentals (Oracle Press Java) 12th Edition》,5,3.4万,04月01日 11:10,1,跟黄哥学编程,male,,,
Java_Fri_Apr_01_000000_CST_2022_11.json,美国,1,大晚上刷leetcode以应对明天的面试者，以及复习Java以外的编程语言。很多好久没用过了，不知道ta 会写啥语言，但至少主流的语言得会看吧多面试??奖金，但就当多一些体验，多一些经历，多积累一些生产资料了就同身边同事一样，面试者来自各种国家的背景。,0,1015,04月01日 11:01,1,Vivala_,male,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,山东,0,大晚上刷leetcode以应对明天的面试者，以及复习Java以外的编程语言。很多好久没用过了，不知道ta 会写啥语言，但至少主流的语言得会看吧多面试??奖金，但就当多一些体验，多一些经历，多积累一些生产资料了就同身边同事一样，面试者来自各种国家的背景。,0,3322,04月01日 11:00,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,江苏,1,大晚上刷leetcode以应对明天的面试者，以及复习Java以外的编程语言。很多好久没用过了，不知道ta 会写啥语言，但至少主流的语言得会看吧多面试??奖金，但就当多一些体验，多一些经历，多积累一些生产资料了就同身边同事一样，面试者来自各种国家的背景。,0,1.6万,04月01日 12:43,0,CSDN程序人生,female,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,浙江,1,被Java排挤是我的命运我了解~,0,373,04月01日 12:43,0,574der533,female,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,湖南,5,室友给我的洛洛，Java学不完啦！！,0,710,04月01日 12:41,0,PRINTF司司,female,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,北京,24,这个美丽的愚人节，是哪位可爱的伯丝给我的签名计划邮箱给我发了看不懂的JAVA代码？,0,1.1万,04月01日 12:38,5,陈奶啤不是陈啤奶-,female,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,unknown,0,这个美丽的愚人节，是哪位可爱的伯丝给我的签名计划邮箱给我发了看不懂的JAVA代码？,0,50.1万,04月01日 12:33,0,电子工业出版社,male,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,unknown,0,这个美丽的愚人节，是哪位可爱的伯丝给我的签名计划邮箱给我发了看不懂的JAVA代码？,0,436,04月01日 12:31,1,Fehling2022,male,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,广西,5,还有 netty，今天也一起升级了，也是因为安全漏洞。主流的 java 开源软件，一下子安全漏洞集中爆发。,0,1.3万,04月01日 12:09,0,zhh-4096,male,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,浙江,1,还有 netty，今天也一起升级了，也是因为安全漏洞。主流的 java 开源软件，一下子安全漏洞集中爆发。,0,9,04月01日 12:09,2,Sociop,male,,,
Java_Fri_Apr_01_000000_CST_2022_12.json,黑龙江,1,#哈尔滨UI设计培训#UI设计|扁平导航#哈尔滨Java编程培训##哈尔滨Python编程培训#,0,59,04月01日 12:08,0,哈尔滨森大计算机设计培训学校,female,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,江苏,0,发布了头条文章：《Java Spring之IOC 依赖注入》 OJava Spring之IOC 依赖注入,0,50,04月01日 12:06,0,校招VIP,male,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,辽宁,0,发布了头条文章：《Java Spring之IOC 依赖注入》 OJava Spring之IOC 依赖注入,0,122,04月01日 13:57,2,今天月亮不营业啦l,male,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,unknown,0,发布了头条文章：《Java Spring之IOC 依赖注入》 OJava Spring之IOC 依赖注入,0,14,04月01日 13:56,2,扬帆28344,male,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,云南,0,华信智原Java阶段项目答辩讲解项目设计、技术运用，现场解答项目经理及学生提问你能提升的不止技术，而是综合实力,0,5,04月01日 13:55,0,昆明华信智原,female,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,湖北,0,华信智原Java阶段项目答辩讲解项目设计、技术运用，现场解答项目经理及学生提问你能提升的不止技术，而是综合实力,0,1397,04月01日 13:54,0,北大青鸟职业教育湖北校区,female,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,unknown,1,还就不信了，我总不能2099年还在写java。,0,80,04月01日 13:51,1,阿震要休息_,male,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,湖北,0,就业感言｜恭喜Java学长成功拿下14k高薪offer一时的迷茫和沮丧都不能阻止你前进的脚步，???♂? 每一次的磨炼都会让你变得更加强大。,0,4799,04月01日 13:50,0,武汉华清远见,female,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,湖北,0,就业感言｜Java学长斩获8k高薪offer自信和做好充分的准备，是你面试成功的一大法宝。而保持学习的心态和日常苦下功夫都是你通往成功路上的垫脚石。,0,4799,04月01日 13:44,0,武汉华清远见,female,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,unknown,1,O网页链接java 的运维别闲着，又有事了,0,11,04月01日 13:40,0,goseaside2021,male,,,
Java_Fri_Apr_01_000000_CST_2022_13.json,unknown,0,#计算机二级python# 2022版的考试大纲纷纷出来了.pythonjava公共基础知识...都出来了.看来只能再去买新课本了.[谜语人],0,3,04月01日 13:36,0,春风会来2022,male,,,
Java_Fri_Apr_01_000000_CST_2022_14.json,浙江,1,上海 会Java python的测试也欢迎推荐,0,563,04月01日 13:17,0,一片甜甜的天,female,,,
Java_Fri_Apr_01_000000_CST_2022_14.json,河南,1,《开课吧-在线职业教育》开课吧面向广大数字化专业和应用人才，提供Java、Web前端、数据分析、Python、人工智能、产品、设计、运营、智能物联等热门学科的体系化在线实战赋能和进阶课程，帮助用户实现职业提升、专业进阶和可持续成长。O网页链接,0,1966,04月01日 14:59,0,荷叶凌波花正红,female,,,
Java_Fri_Apr_01_000000_CST_2022_14.json,山东,0,《开课吧-在线职业教育》开课吧面向广大数字化专业和应用人才，提供Java、Web前端、数据分析、Python、人工智能、产品、设计、运营、智能物联等热门学科的体系化在线实战赋能和进阶课程，帮助用户实现职业提升、专业进阶和可持续成长。O网页链接,0,3322,04月01日 14:56,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_14.json,unknown,1,领导给我的工作安排三月初：三天速成java马上变身全栈三月中：两万多字文档一天做成方案三月底：下个axure下午给他画原型,1,24,04月01日 14:43,5,BlackCatttt_,female,,,
Java_Fri_Apr_01_000000_CST_2022_14.json,新加坡,3,写多了python写回java就是一个神清气爽,0,2078,04月01日 14:41,1,维他豆奶宅急送,female,,,
Java_Fri_Apr_01_000000_CST_2022_14.json,江苏,0,C语言是数学，JAVA是哲学，所以更需要抽象构建思维理解。好的软件工程师基本上都会写文档去阐述自己的构建理念，如何精简算法，如何运转一套程序，进行输出，让别人听懂。 （指项目内其他不做这个事的人）,0,61,04月01日 14:24,0,ChKiL,male,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,日本,0,到了新组虽然没有人烦我了，但是新组的开发语言java。好久没碰java了，开发工具变得好陌生啊,0,341,04月01日 14:05,4,Kyoraicyan,female,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,山东,0,到了新组虽然没有人烦我了，但是新组的开发语言java。好久没碰java了，开发工具变得好陌生啊,0,3322,04月01日 15:51,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,山东,0,我不理解…为什么这学期实践周是数据结构啊…两个学期为什么都要用c写啊…明明上一届还是java…我真的不理解是java它不香嘛真的会栓Q,0,8,04月01日 15:45,3,Dwener-,female,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,江苏,0,成功拿到心仪的Java的offer，开心,0,174,04月01日 15:41,1,神经理科女,female,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,unknown,0,成功拿到心仪的Java的offer，开心,0,18.8万,04月01日 15:38,0,杭州高新区人才开发中心,female,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,贵州,1,雨课堂随机点名功能什么时候下架 我真的会谢Java老师每节课都在给我玩心跳????????,0,52,04月01日 15:38,2,醒了莓柚,female,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,山西,0,雨课堂随机点名功能什么时候下架 我真的会谢Java老师每节课都在给我玩心跳????????,0,392,04月01日 15:29,0,努力努力再努力gzj7,male,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,山东,0,雨课堂随机点名功能什么时候下架 我真的会谢Java老师每节课都在给我玩心跳????????,0,3322,04月01日 15:22,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,湖南,1,雨课堂随机点名功能什么时候下架 我真的会谢Java老师每节课都在给我玩心跳????????,0,23,04月01日 15:15,0,李·好好学习·天天干饭·lll,male,,,
Java_Fri_Apr_01_000000_CST_2022_15.json,四川,1,催眠自己我不是在学习c语言，java...我是在学习计算机魔法咒语咒语咒语咒语咒语咒语咒语咒语,0,271,04月01日 15:09,0,我怎知这世界如露水般短暂,male,,,
Java_Fri_Apr_01_000000_CST_2022_16.json,unknown,1,我明明找的全是JAVA，为啥一个个的全给我推到算法那边了？我学的CV为啥找的JAVA，你们心里没点数吗？#春招#,0,59,04月01日 15:01,0,熵乾一点也不想努力,male,,,
Java_Fri_Apr_01_000000_CST_2022_16.json,广东,0,我明明找的全是JAVA，为啥一个个的全给我推到算法那边了？我学的CV为啥找的JAVA，你们心里没点数吗？#春招#,0,2,04月01日 16:59,0,用户6271176765,male,,,
Java_Fri_Apr_01_000000_CST_2022_16.json,日本,0,我明明找的全是JAVA，为啥一个个的全给我推到算法那边了？我学的CV为啥找的JAVA，你们心里没点数吗？#春招#,0,5273,04月01日 16:55,0,日本招聘网,female,,,
Java_Fri_Apr_01_000000_CST_2022_16.json,山东,0,我明明找的全是JAVA，为啥一个个的全给我推到算法那边了？我学的CV为啥找的JAVA，你们心里没点数吗？#春招#,0,3322,04月01日 16:34,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_16.json,日本,1,????Java Bronze 資格試験????前天晚上报名要求48小时内考试，结果今天考试前网页显示超时刷不出来（生怕还没考试就结束了，一万多日元考试费打水漂）。所以结论就是不要在愚人节考试 2日本,0,493,04月01日 16:11,0,Iriszhousy,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,澳大利亚,4,愚人节我的愿望是java开台了,1,64,04月01日 16:04,0,奶木坂48,male,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,陕西,1,愚人节我的愿望是java开台了,0,1.2万,04月01日 17:50,0,阿里云云效,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,山东,0,愚人节我的愿望是java开台了,0,3322,04月01日 17:43,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,0,发布了头条文章：《甲骨文严查Java许可数，企业连夜删除JDK》 O甲骨文严查Java许可数，企业连夜删除JDK,0,91,04月01日 17:37,0,数字化转型网,male,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,0,#四月#关于四月份的??健身&看书&Java 8-14章??,0,174,04月01日 17:30,2,谯_宇,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,湖北,0,前段时间转暖 我说前男友不穿那件外套我就认不出他了 今天又遇见 手挎着那件外套从计算机大楼那边走来 根据后边拿了java课本的同学合理推算他确实是信科的 没别的想法 只想冲上去认识一下他顺便求他教我做html作业,0,64,04月01日 17:26,0,1ptype,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,0,前段时间转暖 我说前男友不穿那件外套我就认不出他了 今天又遇见 手挎着那件外套从计算机大楼那边走来 根据后边拿了java课本的同学合理推算他确实是信科的 没别的想法 只想冲上去认识一下他顺便求他教我做html作业,0,83,04月01日 17:20,0,卡饭科技,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,1,嵌入式怎么这么难啊我也想去搞java又摇摆不定蜜雪冰城的雪顶咖啡好好喝啊?啥时候能抽到绫人啊不会又要歪叭金在中啥时候出新专啊已疯,0,61,04月01日 17:12,6,疯狂卷积,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,辽宁,0,?Java?Python?Web前端[机智]选对好行业[机智]自有好前途[爱心]学软件赚高薪[爱心]优选爱尚教育[爱心]爱尚教育—120天圆您高薪就业梦,0,44,04月01日 17:10,0,无敌的小李老师,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,1,?Java?Python?Web前端[机智]选对好行业[机智]自有好前途[爱心]学软件赚高薪[爱心]优选爱尚教育[爱心]爱尚教育—120天圆您高薪就业梦,0,368,04月01日 17:08,0,李东bbsky丨技术普及,male,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,中国香港,2,本文结合示例，谈谈如何在 Java 语言中，实现线程安全的程序。 O谈谈有什么方法可以快捷实现多场景下的线程安全,9,1.7万,04月01日 17:07,1,华为云开发者社区,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,1,今日老板给我的工作相当于:用java写内核,0,695,04月01日 17:07,0,晴又-,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,1,当刚刚看完了今天的java网课却发现日语老师在学习通怒发十套测验题的我belike：????????,0,5,04月01日 17:04,3,另一种尽夏,female,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,内蒙古,0,我发现了，我做实验的速度永远跟不上java老师布置实验的速度，刚做完一个，刷新之后发现又来俩实验,0,186,04月01日 17:02,0,戲課錄發,male,,,
Java_Fri_Apr_01_000000_CST_2022_17.json,unknown,1,我是java爹，要吊打它,0,49,04月01日 17:01,0,董卓瑶瑶,male,,,
Java_Fri_Apr_01_000000_CST_2022_18.json,山东,0,我是java爹，要吊打它,0,3322,04月01日 17:00,0,IT编程资料馆_看置顶找我,male,,,
Java_Fri_Apr_01_000000_CST_2022_18.json,unknown,3,老天啊，保佑我可以用python或者C++做毕设吧，java或者R或者go语言我都会原地去世??????????,0,45,04月01日 18:52,1,槐序朱明,female,,,
Java_Fri_Apr_01_000000_CST_2022_18.json,浙江,5,今天，我的朋友在公司群收到了活动通知今天，我也在公司群收到了类似的活动通知他:准备参加公司手游大赛我:准备参加java摸底考试焯,0,58,04月01日 18:51,0,睡前饮用温开水,female,,,
Java_Fri_Apr_01_000000_CST_2022_18.json,中国香港,0,java…………我……死……！？！。！？,0,120,04月01日 18:45,0,同義反復,male,,,
Java_Fri_Apr_01_000000_CST_2022_18.json,unknown,1,加起来15天左右学完了java基础框架，还不错feel，嘎油嘎油,0,1114,04月01日 18:42,1,山绒鼠發發,female,,,
Java_Fri_Apr_01_000000_CST_2022_18.json,河南,0,我去食堂吃饭的心路历程：晚饭就浅吃一下吧 等等那个水果捞看着不错 可是已经买完饭了 再吃有点子罪恶 可是本宝宝今天满课 晚上还要去院办上java 岂不是饿的很快 今天也已经很辛苦了 最后美美吃了一斤,0,2461,04月01日 18:26,0,LUFF-逆风航行,male,,,
Java_Fri_Apr_01_000000_CST_2022_18.json,广东,0,java，matlab，verilog你们三个是不是准备联手把我给鲨了,0,47,04月01日 18:08,0,羊_吵_月,female,,,
Java_Fri_Apr_01_000000_CST_2022_19.json,unknown,0,java，matlab，verilog你们三个是不是准备联手把我给鲨了,0,3,04月01日 18:06,2,桃子看天下122345,female,,,
