_data_filename,_data__filedata_Area,_data__filedata_favor,_data__filedata_Content,_data__filedata_forward,_data__filedata_Follower,_data__filedata_Time,_data__filedata_comment,_data__filedata_ID,_data__filedata_Gender,,
Java_Fri_May_06_000000_CST_2022_7.json,湖北,1,#计算机二级#?? 老实说 这玩意当年考过了Java二级 出来工作后发现一点用没有 人家需要的都是软考初中高级的证。。。。?????? 但是有总比没有好，至少简历上有点东西能写。。。,0,152,05月06日 07:56,0,林北是移库啦,female,,
Java_Fri_May_06_000000_CST_2022_7.json,unknown,0,studyaccount计划:1.算法 打家劫舍部分2.八股文 javaguide结合字节总结的java基础部分,0,24,05月06日 07:53,0,leocardiaLYL,female,,
Java_Fri_May_06_000000_CST_2022_8.json,广东,2,【容易混淆的CAP及ACID定义】CAP及ACID都有一些共同的概念：例如原子性，一致性等等。但也会带来一些问题，这些术语名字虽然是一样的，但背后的含义完全不一样。CAP是分布式系统的理论引申...详见：O网页链接作者：@Java译站,0,59.9万,05月06日 07:05,0,IT技术博客大学习,male,,
Java_Fri_May_06_000000_CST_2022_8.json,unknown,1,#毕业设计##计算机毕业设计##毕设#毕业设计做好再付，计算机 软件 设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，毕设指导，代码讲解指导 。姐妹们，毕设接近尾声了，还没做的，快来 滴滴我哟,0,2487,05月06日 08:59,0,胖朱迪的半口奶酪,female,,
Java_Fri_May_06_000000_CST_2022_8.json,unknown,0,计算机毕设毕设毕设计算机毕设#毕业设计##计算机毕业设计##毕设#毕业设计做好再付，做好再付。计算机 软件 设计，Java，Python，PHP，jsp web，安卓Android。兄弟姐妹们，可以滴滴我哟,0,113,05月06日 08:58,1,摇落秋弦,female,,
Java_Fri_May_06_000000_CST_2022_8.json,unknown,0,聊聊 Java SPI 机制。O聊聊 Java SPI 机制,0,1135,05月06日 08:47,0,子夜来风,male,,
Java_Fri_May_06_000000_CST_2022_8.json,广东,0,看来是写java 写的太辛苦了,0,16,05月06日 08:45,0,UINIIIIII,female,,
Java_Fri_May_06_000000_CST_2022_9.json,北京,18,看来是写java 写的太辛苦了,0,20万,05月06日 08:23,2,刘经纬老师,male,,
Java_Fri_May_06_000000_CST_2022_9.json,江苏,2,美好的一天结束在线下Java课,0,2140,05月06日 09:58,2,西伯利亚小尾巴狼·,female,,
Java_Fri_May_06_000000_CST_2022_9.json,unknown,0,#昆明新闻# 【昆明数字经济发展研究院举行首届人才推荐会】近日，昆明数字经济发展研究院首届Java开发技术答辩暨人才推荐会在云南省数字经济开发区云上小镇举行。O昆明数字经济发展研究院<BR/>举行首届人才推荐会,0,1915,05月06日 09:53,0,昆明市投资促进局,male,,
Java_Fri_May_06_000000_CST_2022_9.json,四川,0,课程共享mm66z1 请备注微博31 邱岳的产品手记【完结】30 深入拆解 Java 虚拟机【完结】29 从零开始学游戏开发-蔡能【完结】,0,36万,05月06日 09:45,0,瘦子壁纸,female,,
Java_Fri_May_06_000000_CST_2022_9.json,四川,0,课程共享mm66z1 请备注微博62 零基础学Java【完结】61 Linux实战技能100讲【完结】60 项目管理实战20讲【完结】,0,36万,05月06日 09:43,0,瘦子壁纸,female,,
Java_Fri_May_06_000000_CST_2022_9.json,unknown,0,#毕业设计##计算机毕业设计##毕设#毕业设计手上的项目快结束了，可以做比较急的。计算机 软件 课程设计，毕业设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，机器学习，毕设指导，代码讲解指导 。 可以做加急,0,2.7万,05月06日 09:38,0,_未来尚可期,male,,
Java_Fri_May_06_000000_CST_2022_9.json,浙江,1,为什么会有java-oop这么煎熬的课…??????哈哈我不活啦??????,0,20,05月06日 09:23,0,呜呜啦啦嘞,female,,
Java_Fri_May_06_000000_CST_2022_9.json,内蒙古,0,Java 串行、并行算法 矩阵乘法O网页链接,0,5.1万,05月06日 09:21,0,数学中国网,male,,
Java_Fri_May_06_000000_CST_2022_9.json,广东,0,看到b站评论里有人说答辩的时候老师要求现场改代码那种恐惧我也经历过学完java企业级应用交结课作业的时候就被老师盘问过,0,287,05月06日 09:04,0,泥豆土汁鸡,female,,
Java_Fri_May_06_000000_CST_2022_10.json,黑龙江,1,#哈尔滨UI设计培训#UI设计‖如何设计界面中的icon#哈尔滨Java编程培训##哈尔滨Python编程培训#,0,59,05月06日 09:01,0,哈尔滨森大计算机设计培训学校,female,,
Java_Fri_May_06_000000_CST_2022_10.json,陕西,4,宝宝你推还没肖战好看而我家Java哥秒了一切,0,197,05月06日 10:58,2,自惭青蒿倚长松,male,,
Java_Fri_May_06_000000_CST_2022_10.json,河南,0,JAVA我真的会谢写完一个来十个一二三四不够还有五最后的课没是毕设吧,0,32,05月06日 10:53,0,梅川矻子,female,,
Java_Fri_May_06_000000_CST_2022_10.json,unknown,0,软件测试之 java自动化测试入门尚学堂百战程序员软件测试老男孩sql中级dba课程共享 ABK5455 请备注微博,0,298,05月06日 10:52,1,LHNM,female,,
Java_Fri_May_06_000000_CST_2022_10.json,重庆,2,我发表了头条文章:《我校 Java 软件开发技术教研室荣获重庆市 “ 工人先锋号 ” 荣誉称号》 O我校 Java 软件开发技术教研室荣获重庆市 “ 工人先锋号 ” 荣誉称号,1,8119,05月06日 10:44,0,重庆工程学院,female,,
Java_Fri_May_06_000000_CST_2022_10.json,山东,5,学java 学的想自沙一句听不懂 句句听不懂 永久摆烂,0,352,05月06日 10:41,4,用户qnmdbfwle,female,,
Java_Fri_May_06_000000_CST_2022_10.json,广东,0,Java？,0,29,05月06日 10:41,0,猫眼来生瞳,female,,
Java_Fri_May_06_000000_CST_2022_10.json,unknown,0,Java？,0,674,05月06日 10:39,1,苏州风云教育,male,,
Java_Fri_May_06_000000_CST_2022_10.json,unknown,0,Java？,0,214,05月06日 10:36,0,金色9091129,male,,
Java_Fri_May_06_000000_CST_2022_10.json,重庆,2,#见过最好看的人#Java哥,0,296,05月06日 10:34,0,地獄飆車天使,male,,
Java_Fri_May_06_000000_CST_2022_10.json,unknown,1,计算机毕设 接Java,0,16,05月06日 10:29,0,你好Shaw,male,,
Java_Fri_May_06_000000_CST_2022_10.json,unknown,3,什么是中国大学呢？就是教JAVA的教授，每节课都跟我们强调，他是教Python的，JAVA他也不会那请问我tm的来干嘛？？？？？？你tm的来干嘛？？？？？？,0,7,05月06日 10:28,4,阿彦姑娘呦,female,,
Java_Fri_May_06_000000_CST_2022_10.json,广东,0,@汪修金 //@可视化球: 特别适合大一新生阅读的一本书。书里的举例主要涉及计算机科学，数学和心理学，但学习方法和时间管理技巧是通用的，“知其所以然”“C++和Java都学”等建议很有启发性,0,2.1万,05月06日 10:25,1,汪忘甜甜圈,female,,
Java_Fri_May_06_000000_CST_2022_10.json,山东,8,//@可视化球: 特别适合大一新生阅读的一本书。书里的举例主要涉及计算机科学，数学和心理学，但学习方法和时间管理技巧是通用的，“知其所以然”“C++和Java都学”等建议很有启发性,7,79.5万,05月06日 10:24,0,蚁工厂,male,,
Java_Fri_May_06_000000_CST_2022_10.json,四川,1,为什么 Java 仍旧生机盎然——对“为什么 Java 正在消亡”的回应详情==> O为什么 Java 仍旧生机盎然——对“为什么 Java 正在消亡”的回应,0,13.5万,05月06日 10:23,0,外刊IT评论,male,,
Java_Fri_May_06_000000_CST_2022_10.json,广东,3,特别适合大一新生阅读的一本书。书里的举例主要涉及计算机科学，数学和心理学，但学习方法和时间管理技巧是通用的，“知其所以然”“C++和Java都学”等建议很有启发性,10,2.6万,05月06日 10:22,0,可视化球,male,,
Java_Fri_May_06_000000_CST_2022_10.json,unknown,0,流氓不可怕，可怕的事流氓会java哈哈哈哈哈哈哈哈哈哈哈哈救,0,3,05月06日 10:21,0,EveryActOfHonestyIsADeposit,female,,
Java_Fri_May_06_000000_CST_2022_10.json,unknown,0,流氓不可怕，可怕的事流氓会java哈哈哈哈哈哈哈哈哈哈哈哈救,0,21,05月06日 10:18,0,CareerMars名企求职,male,,
Java_Fri_May_06_000000_CST_2022_10.json,江苏,1,微软整了个渲染龙把基岩版的HAL相关接口废了，全世界基岩版光影的开发者社区估计很快要死气沉沉了（还好我玩Java版,0,1811,05月06日 10:11,0,St4ck0verFlow,male,,
Java_Fri_May_06_000000_CST_2022_10.json,广东,0,【Java IO类型】描述IO类型时经常会交替地使用非阻塞、异步等术语，但这两个词是有着很大的区别的。本文将从理论和实践两个方面来说明下Java编程里的非阻塞和异步IO。 TCP和UDP协议...详见：O网页链接作者：@Java译站,1,59.9万,05月06日 10:05,0,IT技术博客大学习,male,,
Java_Fri_May_06_000000_CST_2022_11.json,unknown,0,最近打算找工作写简历，思前想后，觉得最有用的还是vue和springboot，其次是小程序和java，不过这些我都不是很熟悉。我记得我以前敢在简历里面写我会用MFC，现在应该要改成WPF和Winform会更酷炫一点（其实都过时，现在是什么UWP或者更新的）,0,975,05月06日 10:03,0,weimingtom,male,,
Java_Fri_May_06_000000_CST_2022_11.json,江苏,0,java老师的小孩在唱孤勇者哈哈哈哈哈哈哈哈救命，上课上着给我笑死,0,250,05月06日 11:58,0,一颗渺小的橘子,female,,
Java_Fri_May_06_000000_CST_2022_11.json,黑龙江,1,#哈尔滨web前端开发培训#HTML/HTML5必会核心知识梳理，不走弯路#哈尔UI设计培训##哈尔滨Java开发培训#,0,59,05月06日 11:50,0,哈尔滨森大计算机设计培训学校,female,,
Java_Fri_May_06_000000_CST_2022_11.json,辽宁,0,#大连头条#2个老客户「.NET」版MES用了3年刚才要求切换到「Java」版配置型微软已经官宣「.NET」停止服务你在签合同时候，务必要注明「Java」,0,1.3万,05月06日 11:39,1,王箔-CMES,male,,
Java_Fri_May_06_000000_CST_2022_11.json,unknown,0,写下这一行忽然发现已经不是Java了,0,10,05月06日 11:26,0,元宵_cookieee,male,,
Java_Fri_May_06_000000_CST_2022_11.json,辽宁,0,Java面试题分享—线程的不同状态#好口碑it教育##知识分享##编程# 2大连·大连软件园18号楼 L爱尚教育的微博视频,0,116,05月06日 11:26,0,爱尚教育,male,,
Java_Fri_May_06_000000_CST_2022_11.json,湖南,0,近期目标规划??1??瘦回902??重学java（争取半个月内）3??CET-6捡起来打卡4??调整状态（无论学习还是生活）5??继续备考计算机教资6??远离相处起来不舒服的感情7??微博表情好丰富和可爱,0,49,05月06日 11:17,1,袁袁ddup2,female,,
Java_Fri_May_06_000000_CST_2022_11.json,unknown,0,嵌入式开发 朱有鹏奈学教育P7架构师1期【完结】马士兵Java零基础后端工程师恋上数据结构与算法第三季课程共享 ABK5455 请备注微博,0,28,05月06日 11:16,1,麦佶丶小七,female,,
Java_Fri_May_06_000000_CST_2022_11.json,unknown,0,分布式事务 解决数据一致性[传智播客]最适合自学的C++基础视频STL实战开发java视频教程2021课程共享 ABK5455 请备注微博,0,298,05月06日 11:15,1,LHNM,female,,
Java_Fri_May_06_000000_CST_2022_11.json,江西,2,分布式事务 解决数据一致性[传智播客]最适合自学的C++基础视频STL实战开发java视频教程2021课程共享 ABK5455 请备注微博,0,23,05月06日 11:14,1,咕叽哇g,female,,
Java_Fri_May_06_000000_CST_2022_11.json,陕西,5,永久心情：我金城java除了是纯情大金毛不好，其它都好。你打扮的花枝招展的，是不是喜欢我跟我说话你肯定是看上我了不跟我说话，你肯定在赌气…????????????????????????????????????????嗯 可爱????????????????,0,197,05月06日 11:08,0,自惭青蒿倚长松,male,,
Java_Fri_May_06_000000_CST_2022_12.json,unknown,0,JAVA最近约了不少现在的烤柿接个不停，java/python/stata/spss/R 需要的快来喔，质量扛扛的#留学生作业##留学生java##英国assignment#,0,274,05月06日 11:06,1,mangdunQ,female,,
Java_Fri_May_06_000000_CST_2022_12.json,unknown,1,毕设 接Java,0,16,05月06日 12:29,1,你好Shaw,male,,
Java_Fri_May_06_000000_CST_2022_12.json,广东,16,毕设 接Java,3,2025,05月06日 12:24,8,凯文奥斯汀,male,,
Java_Fri_May_06_000000_CST_2022_12.json,北京,1,Contended注解？//@lambdai:cpp static_assert可以作用于sizeof class。java应该也有类似的东西吧？//@plantegg:看完就写下了pr中的错误提交有时候真正理解还是很难的。强调下原pr，原netty代码都是错的，就是似懂非懂容易犯这错误//@暴雪司马:知道了，这就看//@karminski-牙医:多看CSAPP,1,513,05月06日 12:14,0,DragonSong031100,male,,
Java_Fri_May_06_000000_CST_2022_12.json,广东,0,流氓不可怕，可怕是流氓会java,0,13,05月06日 12:01,0,effddeardsbzzdtgvddcbbn,male,,
Java_Fri_May_06_000000_CST_2022_13.json,unknown,1,流氓不可怕，可怕是流氓会java,0,1999,05月06日 12:00,0,人英网络,male,,
Java_Fri_May_06_000000_CST_2022_13.json,辽宁,0,java 鲨了我 就现在,0,41,05月06日 13:51,0,宥见你,female,,
Java_Fri_May_06_000000_CST_2022_13.json,上海,0,搞了老半天也没能把我Java写的一个消息流转功能的代码用Go实现出来，为难我。,0,49,05月06日 13:23,0,lotalpha,male,,
Java_Fri_May_06_000000_CST_2022_13.json,unknown,0,毕业设计毕业设计快到尾声了还没做毕业设计的同学可以联系我毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设,0,59,05月06日 13:18,1,笛沫Sunny,female,,
Java_Fri_May_06_000000_CST_2022_13.json,unknown,0,计算机毕设毕业设计快到尾声了还没做毕业设计的同学可以联系我毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设,0,59,05月06日 13:17,1,笛沫Sunny,female,,
Java_Fri_May_06_000000_CST_2022_13.json,unknown,1,毕设 毕业设计快到尾声了还没做毕业设计的同学可以联系我毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设,0,59,05月06日 13:17,0,笛沫Sunny,female,,
Java_Fri_May_06_000000_CST_2022_14.json,unknown,0,设计 毕业设计快到尾声了还没做毕业设计的同学可以联系我毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设,0,59,05月06日 13:17,0,笛沫Sunny,female,,
Java_Fri_May_06_000000_CST_2022_14.json,unknown,0,酒回之后彻底开摆 今天依旧java代播,0,1,05月06日 14:35,0,Jav4aluvy,female,,
Java_Fri_May_06_000000_CST_2022_14.json,美国,1,我的master program：把本科Java和C++学过的再用Python和R炒一遍冷饭然鹅我还不会 我真的栓q,0,190,05月06日 14:29,0,一只烧烧鸡,female,,
Java_Fri_May_06_000000_CST_2022_14.json,unknown,0,#韦神#我是个java都要考两次的废物??????????????????,0,50,05月06日 14:28,1,不加葱蒜_,female,,
Java_Fri_May_06_000000_CST_2022_14.json,广西,1,用四种方法两个盲目两个启发式。解决01背包问题，老师只给用c语言不能用java或python直接import，算是把c语言给琢磨透了。但是期末大作业是用c语言来模拟神经元，然后进行深度学习我感觉我完蛋了,0,30,05月06日 14:27,3,小卞早安午安和晚安,male,,
Java_Fri_May_06_000000_CST_2022_15.json,四川,1,日你吗java 就java sql就sql web就webJavaweb 到底是什么反人类的东西啊,0,81,05月06日 14:24,0,ZmuX1n,male,,
Java_Fri_May_06_000000_CST_2022_15.json,广西,1,又是一整个下午的java我真的会谢,0,31,05月06日 15:56,0,烂记性的好笔头咯,female,,
Java_Fri_May_06_000000_CST_2022_15.json,天津,1,学了前端还要学Java??可怜啊不想动脑子 2天津·远洋大厦,0,76,05月06日 15:51,0,nlzqmfzl,female,,
Java_Fri_May_06_000000_CST_2022_15.json,四川,2,上海招聘滴滴滴，带简历来～具有1年以上Java方面的应用开发经验。熟悉Tomcat的使用，了解Weblogic、WebSphere的运维和发布等。,0,111,05月06日 15:39,0,小麋大鹿,female,,
Java_Fri_May_06_000000_CST_2022_15.json,四川,1,上海求职招技术人员～JAVA语言，学信网可查～20年的也可以接受～,0,111,05月06日 15:37,0,小麋大鹿,female,,
Java_Fri_May_06_000000_CST_2022_15.json,河南,2,哈哈哈哈哈哈看到我的老师了嘛这个老师是真的可爱，腾讯会议这样直播还真的得是我们JAVA老师 LLxl木子一个李的微博视频,0,162,05月06日 15:28,2,Lxl小李De小丽,female,,
Java_Fri_May_06_000000_CST_2022_15.json,山东,0,出Java系统架构师资料,0,29,05月06日 15:23,0,喔喔橙子呀,female,,
Java_Fri_May_06_000000_CST_2022_15.json,河北,0,高数帮高频电子线路混凝土 管理学 计算机组成原理 单片机 电力电子技术 机械设计基础 编译原理 流体力学 结构力学 财务管理 操作系统 传热学 工程热力学 工程经济 大学化学 马原毛概 宏观经济学 计量经济学 软件工程 生物化学 通信原理 微机原理 数字信号处理 自动控制原理 C++ JAVA 控制工程等等,0,29,05月06日 15:16,2,回到一九九九,female,,
Java_Fri_May_06_000000_CST_2022_16.json,江苏,1,Java零基础训练营明日开启啦！！璇女神带你3天全面了解#JAVA#课工场优才计划，技能提升+职场经验助你升值加薪！活动免费，还能领时长1年的学习资源库！ 扫码报名吧#南京北大青鸟#,0,5516,05月06日 15:10,0,北大青鸟南京中博校区,female,,
Java_Fri_May_06_000000_CST_2022_16.json,unknown,0,Java 如何将Eclipse的项目在MyEclipse下运行？,0,141,05月06日 16:59,1,退堂鼓委员会常任理事,male,,
Java_Fri_May_06_000000_CST_2022_16.json,山西,1,Java 如何将Eclipse的项目在MyEclipse下运行？,0,5,05月06日 16:58,0,白鹿第一帅,male,,
Java_Fri_May_06_000000_CST_2022_16.json,unknown,0,Java 如何将Eclipse的项目在MyEclipse下运行？,0,6,05月06日 16:38,0,镇江上元老师18344817950,female,,
Java_Fri_May_06_000000_CST_2022_16.json,贵州,2,Java有3种抛出异常的形式：throw、throws、系统自动抛异常。 O解析Java-throw抛出异常详细过程,5,1.7万,05月06日 16:25,0,华为云开发者社区,female,,
Java_Fri_May_06_000000_CST_2022_16.json,山东,1,本人擅长Ai、Fw、Fl、Br、Ae、Pr、Id、Ps等软件的安装与卸载，精通CSS、JavaScript、PHP、ASP、C、C＋＋、C#、Java、Ruby、Perl、Lisp、python、Objective-C、ActionScript、Pascal、spss、sas等单词的拼写，熟悉Windows、Linux、Mac、Android、IOS、WP等开关机,0,130,05月06日 16:23,4,啊一碗红share肉,female,,
Java_Fri_May_06_000000_CST_2022_16.json,江苏,0,时代少年团周边中转站我来…让大家帮我想个选题哈哈哈哈哈哈哈毕业论文的??关于java的，“基于XXX的设计与实现”快给我想！快！抽人送一套严浩翔三公明信片,0,509,05月06日 16:19,19,是拱白菜的小猪呀,female,,
Java_Fri_May_06_000000_CST_2022_17.json,上海,1,时代少年团周边中转站我来…让大家帮我想个选题哈哈哈哈哈哈哈毕业论文的??关于java的，“基于XXX的设计与实现”快给我想！快！抽人送一套严浩翔三公明信片,0,6,05月06日 16:17,0,影柒念玺4444x,female,,
Java_Fri_May_06_000000_CST_2022_17.json,湖北,0,时代少年团周边中转站我来…让大家帮我想个选题哈哈哈哈哈哈哈毕业论文的??关于java的，“基于XXX的设计与实现”快给我想！快！抽人送一套严浩翔三公明信片,0,1398,05月06日 17:54,0,北大青鸟职业教育湖北校区,female,,
Java_Fri_May_06_000000_CST_2022_17.json,unknown,0,谁能想到作为一个JAVA程序员会开始给公司剪视频,0,117,05月06日 17:52,0,一口就没的喽,male,,
Java_Fri_May_06_000000_CST_2022_17.json,unknown,0,艰难的学习java线代高数离散中,0,4,05月06日 17:50,0,SuenYKinwb,male,,
Java_Fri_May_06_000000_CST_2022_17.json,辽宁,0,我老师真是太相信我了，敢让我一个人干项目的java开发，他怕是真不知道我啥水平啊，我不活了,0,79,05月06日 17:33,0,Sebastiana1998,female,,
Java_Fri_May_06_000000_CST_2022_17.json,天津,0,被迫成为全栈工程师java这都是啥啥啥,0,4048,05月06日 17:27,0,林慕梓-,male,,
Java_Fri_May_06_000000_CST_2022_17.json,安徽,0,爱那时候每一个手机Java游戏,0,112,05月06日 17:26,0,是夹心baka,male,,
Java_Fri_May_06_000000_CST_2022_17.json,山西,0,写了一个银行的java编码我觉得我已经能开银行了,0,12,05月06日 17:25,0,可达鸭是你吗,female,,
Java_Fri_May_06_000000_CST_2022_17.json,河北,1,Java游戏开发项目–王者荣耀（附 源码课件） L生倦意的微博视频,0,22,05月06日 17:18,0,生倦意,male,,
Java_Fri_May_06_000000_CST_2022_18.json,北京,1,java一生之敌??,0,443,05月06日 17:18,0,雾月星绮_,female,,
Java_Fri_May_06_000000_CST_2022_18.json,unknown,0,嗯嗯 现在也将就lsp-java看代码,0,432,05月06日 18:59,0,王大瓜er,male,,
Java_Fri_May_06_000000_CST_2022_18.json,unknown,0,java//@茶茶很cool://@王俊凯的蟹工坊:王俊凯 #王俊凯重生之门# #重生之门连续8天登顶猫眼网剧热度榜# 重生之门持续登顶猫眼网剧热度榜，更多精彩内容关注晚上6点#重生之门优酷全网独播# 。@TFBOYS-王俊凯 #Beautiful-TFBOYS-王俊凯#,0,523,05月06日 18:40,0,vv很霧,male,,
Java_Fri_May_06_000000_CST_2022_18.json,unknown,1,#毕业设计##计算机毕业设计##毕设#毕业设计接近尾声了，手上的项目快结束了，可以做比较急的，免费加急。计算机 软件 课程设计，毕业设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，机器学习，毕设指导，代码讲解指导 。,0,113,05月06日 18:39,1,摇落秋弦,female,,
Java_Fri_May_06_000000_CST_2022_18.json,辽宁,0,java开发岗 好害怕自己技术面试不过,0,210,05月06日 18:36,0,土豆全都被我饿成了薯片,female,,
Java_Fri_May_06_000000_CST_2022_18.json,unknown,0,#毕业设计##计算机毕业设计##毕设#毕业设计手上的项目快结束了，可以做比较急的。计算机 软件 课程设计，毕业设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，机器学习，毕设指导，代码讲解指导 。 可以做加急,0,2.7万,05月06日 18:28,0,_未来尚可期,male,,
Java_Fri_May_06_000000_CST_2022_18.json,浙江,5,我的 IDE 选择貌似非常的 old school： Emacs + Eclipse， Eclipse 只用来搞 java，其他都用 emacs。,2,6440,05月06日 18:16,6,zx-dennis,male,,
Java_Fri_May_06_000000_CST_2022_19.json,unknown,0,嵌入式开发 朱有鹏奈学教育P7架构师1期【完结】马士兵Java零基础后端工程师恋上数据结构与算法第三季更多好课共享：pky599 注明微博,0,97,05月06日 18:03,1,宇宙的牛奶酱巛,female,,
Java_Fri_May_06_000000_CST_2022_19.json,江苏,0,若泽数据高级班11期11.尚硅谷2022版MyBatis教程10.尚硅谷2022版MyBatis-Plus教程09.2022尚硅谷java就业班课程共享：wwsspe 请备注微博,0,60,05月06日 19:58,0,wwsspe,female,,
